X,visits,days_attend,hours_attend,gender,age,zip,extend,length,spend_food_drink,spend_private,spend_clothes,spend_transportation,spend_donations,spend_other,spend_food_drink_total,spend_entertainment_total,spend_shopping_total,spend_travel_total,length_boulder,lodging,lodging_cost
258,20,1-2 days,1,Female,55-64,93440,No,Didn't extend stay,NA,0,NA,$500-$999,$100-$199,$21-$49,$50-$99,$50-$99,$50-$99,$50-$99,Day trip,Hotel or motel,125
208,20,1-2 days,3,Male,45-54,80303,No,1 day,$50-$99,"$2,000-$3,000",$200-$499,$1 - $20,$200-$499,$21-$49,0,$20-$49,$1 - $20,0,One night,NA,240
70,20,5-6 days,3,Female,18-24,80309,No,Zero,$1 - $20,0,$1 - $20,$1 - $20,0,0,$20-$49,$200-$499,$200-$499,$20-$49,Local resident,Boulder Resident,240
64,20,1-2 days,5,Female,75-84,80303,No,Live in area,$1 - $20,0,$1 - $20,0,0,0,"$1,000-$1,999",$500-$999,0,$50-$99,Two nights,"Friends, family or no expense",280
79,1-2 times,1-2 days,0.5,Male,18-24,80306,No,Live in area,$1 - $20,$1 - $20,$1 - $20,$1 - $20,$1 - $20,$1 - $20,$50-$99,$1 - $20,$100-$199,$50-$99,Multiple day trips,NA,200
250,20,0,3,Female,55-64,92463,No,0,$1 - $20,$50-$99,$500-$999,NA,NA,"$5,000.00",$200-$499,$100-$199,$50-$99,NA,NA,"Friends, family or no expense",3
32,1-2 times,0,0,Female,65-74,80303,No,1 day,0,0,0,0,0,0,$1 - $20,$50-$99,$20-$49,0,I live here,Home,175
95,5-6 times,1-2 days,3,Female,55-64,80303,No,2 days,$1 - $20,0,0,0,0,0,$200-$499,0,NA,$50-$99,Live in Boulder,"Friends, family or no expense",NA
203,20,1-2 days,1,Female,55-64,80303,Yes,Home is here,$50-$99,0,0,0,0,0,$100-$199,NA,$1 - $20,$200-$499,Day trip,NA,NA
8,20,0,0,Female,25-34,80306,Yes,-,0,0,0,0,0,0,"$1,000-$1,999",$1 - $20,$1 - $20,$50-$99,Four nights,Home,125
11,20,0,0,Female,45-54,80309,NA,Home is here,0,0,0,0,0,0,0,$500-$999,NA,$1 - $20,Multiple day trips,NA,280
116,3-4 times,7-8 days,5,Female,45-54,93463,No,Zero,$100-$199,$200-$499,"$1,000-$1,499",$200-$499,$500-$999,$200-$499,$100-$199,$200-$499,$50-$99,NA,Multiple day trips,NA,240
4,1,1-2 days,3,Female,35-44,80306,NA,Live in area,0,$500-$999,0,0,NA,$100-$199,"$2,000-$4,999",NA,$200-$499,$50-$99,Three nights,Boulder Resident,240
10,20,0,0,Male,45-54,80306,Yes,Zero,0,0,0,0,0,0,"$2,000-$4,999",$200-$499,NA,$1 - $20,I live here,"Friends, family or no expense",125
121,20,7-8 days,6,Female,55-64,80305,No,I live here,$200-$499,$200-$499,$200-$499,$200-$499,$500-$999,$200-$499,0,$1 - $20,$20-$49,0,I live here,Home,N/A
268,20,3-4 days,4,Female,35-44,80305,No,"Well, we try not to extend our stay, but the traffic blockage caused by the Festival slow us down.",$21-$49,"$1,000-$1,499","$1,000-$1,499",$21-$49,$1 - $20,$1 - $20,$50-$99,$50-$99,$20-$49,$20-$49,Two nights,"Friends, family or no expense",240
156,20,1-2 days,4,Female,35-44,80309,Yes,1 day,$21-$49,$200-$499,NA,$1 - $20,$200-$499,$200-$499,$20-$49,$50-$99,$500-$999,$50-$99,Three nights,Boulder Resident,125
113,1-2 times,1-2 days,NA,Female,45-54,80303,NA,2 days,$100-$199,0,$21-$49,0,0,$1 - $20,"$2,000-$4,999",NA,$200-$499,$500-$999,Live in Boulder,Hotel or motel,3
13,20,0,2,Female,55-64,80303,NA,1 day,0,0,0,0,0,0,"$1,000-$1,999",$200-$499,$100-$199,$20-$49,Day trip,"Friends, family or no expense",125
163,20,1-2 days,3,Male,25-34,80303,NA,0,$21-$49,$21-$49,$21-$49,$21-$49,$21-$49,$21-$49,$50-$99,$1 - $20,$1 - $20,0,NA,Boulder Resident,175
9,20,1-2 days,2,Male,35-44,80309,No,1 day,0,0,0,0,0,0,$100-$199,$200-$499,$20-$49,$1 - $20,I live here,NA,3
230,3-4 times,1-2 days,4,Male,45-54,80304,Yes,0,$50-$99,$50-$99,$50-$99,$50-$99,$1 - $20,0,$50-$99,NA,$200-$499,0,Resident,Hotel or motel,3
211,20,3-4 days,4,Male,35-44,80303,No,Didn't extend stay,$50-$99,$50-$99,0,$21-$49,0,0,$20-$49,$200-$499,$20-$49,$50-$99,Four nights,"Friends, family or no expense",125
194,5-6 times,5-6 days,1,Female,45-54,93067,Yes,Home is here,$21-$49,0,$21-$49,$21-$49,0,0,$20-$49,$500-$999,0,$50-$99,Day trip,"Friends, family or no expense",240
108,20,1-2 days,2,Male,45-54,80303,Yes,Home is here,$100-$199,"$2,000-$3,000",$200-$499,$21-$49,NA,$100-$199,0,0,$1 - $20,0,NA,Hotel or motel,280
102,20,3-4 days,8,Female,35-44,80303,No,"Well, we try not to extend our stay, but the traffic blockage caused by the Festival slow us down.",$100-$199,$100-$199,$1 - $20,$1 - $20,0,"$3,000-$4,000",$200-$499,$100-$199,$100-$199,$1 - $20,Three nights,NA,500
233,5-6 times,7-8 days,5,Female,35-44,80303,NA,NA,$50-$99,$1 - $20,$500-$999,$21-$49,$1 - $20,$1 - $20,"$2,000-$4,999",$500-$999,$500-$999,$500-$999,Resident,"Friends, family or no expense",0
105,20,3-4 days,2,Male,65-74,80309,NA,1 day,$100-$199,"$2,000-$3,000",$50-$99,$1 - $20,$21-$49,"$3,000-$4,000",$20-$49,0,0,$20-$49,Resident,"Friends, family or no expense",200
65,20,3-4 days,3,Female,45-54,80309,No,"Well, we try not to extend our stay, but the traffic blockage caused by the Festival slow us down.",$1 - $20,$1 - $20,$1 - $20,0,$1 - $20,$1 - $20,$1 - $20,NA,$50-$99,$50-$99,Resident,Home,200
131,20,3-4 days,3,Male,45-54,80303,NA,2 days,$200-$499,"$1,000-$1,499",$21-$49,$50-$99,$1 - $20,$200-$499,"$1,000-$1,999",$50-$99,$20-$49,$1 - $20,Three nights,"Friends, family or no expense",500
64,20,1-2 days,5,Female,75-84,80303,No,Live in area,$1 - $20,0,$1 - $20,0,0,0,"$1,000-$1,999",$500-$999,0,$50-$99,Two nights,"Friends, family or no expense",280
193,5-6 times,5-6 days,1,Male,55-64,80306,NA,"Well, we try not to extend our stay, but the traffic blockage caused by the Festival slow us down.",$21-$49,$1 - $20,$1 - $20,$21-$49,$1 - $20,$50-$99,$50-$99,0,$1 - $20,$500-$999,Resident,NA,280
161,20,3-4 days,9,Male,35-44,80305,No,A few hours,$21-$49,$21-$49,$21-$49,$21-$49,$21-$49,$21-$49,$200-$499,$1 - $20,NA,$50-$99,NA,Home,N/A
40,40,0,0,Male,45-54,80306,No,2 days,0,0,0,0,0,0,"$1,000-$1,999",NA,$100-$199,$1 - $20,Live in Boulder,Home,280
238,5-6 times,7-8 days,4,Male,65-74,80306,No,NA,$50-$99,$50-$99,$50-$99,$50-$99,$50-$99,NA,$200-$499,$50-$99,$50-$99,$500-$999,I live here,Hotel or motel,NA
45,5-6 times,1-2 days,1,Female,35-44,80303,NA,0,0,0,0,0,0,0,"$1,000-$1,999",$50-$99,$1 - $20,NA,NA,"Friends, family or no expense",0
141,10,3-4 days,3,Female,35-44,80305,NA,2 days,$21-$49,0,$1 - $20,$1 - $20,$1 - $20,0,$20-$49,$200-$499,$50-$99,$200-$499,I live here,Hotel or motel,240
62,20,1-2 days,3,Female,65-74,80304,Yes,Zero,$1 - $20,$50-$99,0,0,0,$21-$49,$100-$199,$500-$999,$100-$199,$20-$49,I live here,Hotel or motel,500
104,20,3-4 days,3,Female,45-54,80303,Yes,0,$100-$199,0,$50-$99,$1 - $20,$1 - $20,$50-$99,$1 - $20,$200-$499,$200-$499,$1 - $20,Local,NA,N/A
223,1-2 times,1-2 days,5,Female,65-74,93113,No,A few hours,$50-$99,0,$1 - $20,0,0,$21-$49,"$2,000-$4,999",$200-$499,0,$1 - $20,Local,Hotel or motel,200
121,20,7-8 days,6,Female,55-64,80305,No,I live here,$200-$499,$200-$499,$200-$499,$200-$499,$500-$999,$200-$499,0,$1 - $20,$20-$49,0,I live here,Home,N/A
220,20,1-2 days,2,Female,45-54,80309,No,I live here,$50-$99,0,0,$50-$99,0,0,$20-$49,$1 - $20,$1 - $20,$1 - $20,Three nights,Home,240
55,1,1-2 days,2,Female,25-34,80305,No,-,$1 - $20,0,0,0,0,0,"$1,000-$1,999",$500-$999,NA,$500-$999,Local,"Friends, family or no expense",N/A
286,5-6 times,1-2 days,4,Female,25-34,93013,NA,Zero,$500-$999,$200-$499,$100-$199,0,$21-$49,$200-$499,$50-$99,$1 - $20,$1 - $20,$1 - $20,Day trip,Boulder Resident,280
136,5-6 times,40,4,Female,45-54,80309,No,Live in area,$200-$499,0,"$1,000.00",$100-$199,$50-$99,$100-$199,"$1,000-$1,999",$200-$499,0,NA,Local,Boulder Resident,0
144,20,1-2 days,6,Female,55-64,80305,No,0,$21-$49,0,0,$1 - $20,0,0,"$1,000-$1,999",$20-$49,0,$500-$999,Local resident,NA,NA
271,20,7-8 days,2,Female,45-54,80305,Yes,Live in area,$1 - $20,"$1,000-$1,499","$1,000-$1,499",0,"$1,000-$1,499","$5,000.00",$100-$199,$20-$49,$200-$499,$1 - $20,Local,Boulder Resident,500
183,3-4 times,1-2 days,4,Female,25-34,80306,NA,A few hours,$21-$49,$100-$199,"$1,000-$1,499",NA,$100-$199,$1 - $20,$1 - $20,0,$500-$999,$500-$999,Live in Boulder,NA,125
263,20,1-2 days,2,Female,35-44,80305,NA,"Well, we try not to extend our stay, but the traffic blockage caused by the Festival slow us down.",$100-$199,$1 - $20,$200-$499,"$2,000-$3,000","$1,000-$1,499",0,$20-$49,0,$50-$99,0,Live in Boulder,Home,0
16,20,0,0,Female,65-74,80309,NA,"Well, we try not to extend our stay, but the traffic blockage caused by the Festival slow us down.",0,0,0,0,0,0,$50-$99,$20-$49,$500-$999,NA,Live in Boulder,Hotel or motel,0
69,20,1-2 days,3,Female,55-64,80306,NA,Live in area,$1 - $20,0,0,$1 - $20,$1 - $20,"$5,000.00",$200-$499,$500-$999,$500-$999,$500-$999,Local resident,"Friends, family or no expense",0
111,25,7-8 days,5,Female,35-44,93013,Yes,2 days,$100-$199,0,$50-$99,$50-$99,$50-$99,0,"$1,000-$1,999",$50-$99,$500-$999,0,One night,"Friends, family or no expense",125
235,5-6 times,1-2 days,8,Male,35-44,80309,Yes,Didn't extend stay,$50-$99,0,$50-$99,$1 - $20,$21-$49,0,"$1,000-$1,999",$50-$99,$50-$99,$1 - $20,Live in Boulder,Home,0
54,4,10,5,Female,45-54,80309,Yes,I live here,"$1,000.00",$100-$199,$500-$999,$50-$99,"$1,000-$1,499","$5,000.00",$1 - $20,$20-$49,$1 - $20,$50-$99,I live here,Hotel or motel,500
183,3-4 times,1-2 days,4,Female,25-34,80306,NA,A few hours,$21-$49,$100-$199,"$1,000-$1,499",NA,$100-$199,$1 - $20,$1 - $20,0,$500-$999,$500-$999,Live in Boulder,NA,125
35,1-2 times,0,0,Female,Prefer not to say,80304,Yes,Didn't extend stay,0,0,0,0,0,0,$100-$199,0,$200-$499,$1 - $20,Three nights,"Friends, family or no expense",NA
31,1-2 times,0,0,Female,65-74,80309,NA,0,0,0,0,0,0,0,$100-$199,$20-$49,$20-$49,$1 - $20,Multiple day trips,Home,200
110,20,5-6 days,3,Female,55-64,80304,Yes,A few hours,$100-$199,$200-$499,$21-$49,NA,$50-$99,"$5,000.00",$1 - $20,$100-$199,$1 - $20,$500-$999,Local,NA,N/A
31,1-2 times,0,0,Female,65-74,80309,NA,0,0,0,0,0,0,0,$100-$199,$20-$49,$20-$49,$1 - $20,Multiple day trips,Home,200
251,20,3-4 days,2,Male,55-64,93111,No,Home is here,$1 - $20,$1 - $20,$1 - $20,$21-$49,$200-$499,0,$100-$199,$100-$199,$100-$199,$50-$99,Multiple day trips,Boulder Resident,125
47,5-6 times,0,4,Female,45-54,80309,No,Live in area,0,0,0,0,0,0,$1 - $20,$1 - $20,NA,$200-$499,NA,NA,3
11,20,0,0,Female,45-54,80309,NA,Home is here,0,0,0,0,0,0,0,$500-$999,NA,$1 - $20,Multiple day trips,NA,280
268,20,3-4 days,4,Female,35-44,80305,No,"Well, we try not to extend our stay, but the traffic blockage caused by the Festival slow us down.",$21-$49,"$1,000-$1,499","$1,000-$1,499",$21-$49,$1 - $20,$1 - $20,$50-$99,$50-$99,$20-$49,$20-$49,Two nights,"Friends, family or no expense",240
137,NA,4,8,Female,55-64,80305,No,Didn't extend stay,$200-$499,$200-$499,$100-$199,$100-$199,$200-$499,0,0,$500-$999,$50-$99,0,I live here,Home,0
231,3-4 times,3-4 days,3,Female,65-74,80304,NA,0,$50-$99,$100-$199,$1 - $20,NA,$50-$99,$50-$99,$50-$99,$1 - $20,$50-$99,$20-$49,I live here,Boulder Resident,NA
53,12,1-2 days,2,Female,65-74,80309,Yes,NA,0,0,0,0,0,0,$50-$99,$500-$999,$200-$499,$200-$499,NA,Home,175
141,10,3-4 days,3,Female,35-44,80305,NA,2 days,$21-$49,0,$1 - $20,$1 - $20,$1 - $20,0,$20-$49,$200-$499,$50-$99,$200-$499,I live here,Hotel or motel,240
231,3-4 times,3-4 days,3,Female,65-74,80304,NA,0,$50-$99,$100-$199,$1 - $20,NA,$50-$99,$50-$99,$50-$99,$1 - $20,$50-$99,$20-$49,I live here,Boulder Resident,NA
65,20,3-4 days,3,Female,45-54,80309,No,"Well, we try not to extend our stay, but the traffic blockage caused by the Festival slow us down.",$1 - $20,$1 - $20,$1 - $20,0,$1 - $20,$1 - $20,$1 - $20,NA,$50-$99,$50-$99,Resident,Home,200
105,20,3-4 days,2,Male,65-74,80309,NA,1 day,$100-$199,"$2,000-$3,000",$50-$99,$1 - $20,$21-$49,"$3,000-$4,000",$20-$49,0,0,$20-$49,Resident,"Friends, family or no expense",200
98,5-6 times,1-2 days,2,Male,25-34,80306,NA,2 days,$1 - $20,0,0,$21-$49,0,0,$1 - $20,$100-$199,0,$50-$99,One night,Boulder Resident,125
258,20,1-2 days,1,Female,55-64,93440,No,Didn't extend stay,NA,0,NA,$500-$999,$100-$199,$21-$49,$50-$99,$50-$99,$50-$99,$50-$99,Day trip,Hotel or motel,125
258,20,1-2 days,1,Female,55-64,93440,No,Didn't extend stay,NA,0,NA,$500-$999,$100-$199,$21-$49,$50-$99,$50-$99,$50-$99,$50-$99,Day trip,Hotel or motel,125
84,3-4 times,1-2 days,2,Female,18-24,80306,Yes,Live in area,$1 - $20,0,0,$1 - $20,0,0,$100-$199,$50-$99,NA,$500-$999,Resident,Boulder Resident,200
72,20,5-6 days,6,Male,65-74,80304,NA,2 days,$1 - $20,$1 - $20,$1 - $20,$1 - $20,$200-$499,$500-$999,$50-$99,$50-$99,$1 - $20,$20-$49,I live here,Boulder Resident,0
88,3-4 times,3-4 days,3,Female,25-34,80303,Yes,I live here,$1 - $20,$500-$999,$21-$49,$1 - $20,$1 - $20,"$3,000-$4,000",NA,$200-$499,$1 - $20,$50-$99,Four nights,Home,280
7,20,0,3,Male,45-54,80302,No,Zero,0,0,0,0,0,0,"$2,000-$4,999",$1 - $20,$100-$199,$20-$49,Three nights,Boulder Resident,NA
165,20,1-2 days,2,Female,35-44,80304,NA,Zero,$21-$49,$200-$499,$1 - $20,0,NA,$50-$99,$50-$99,$200-$499,$200-$499,0,Day trip,"Friends, family or no expense",125
140,1,3-4 days,4,Female,55-64,93460,Yes,NA,$21-$49,$1 - $20,$21-$49,$50-$99,0,$21-$49,"$1,000-$1,999",$1 - $20,$200-$499,$1 - $20,Four nights,NA,280
198,1,1-2 days,4,Male,35-44,93454,NA,2 days,$50-$99,0,$21-$49,$21-$49,0,0,$1 - $20,0,$100-$199,$200-$499,Live in Boulder,NA,240
161,20,3-4 days,9,Male,35-44,80305,No,A few hours,$21-$49,$21-$49,$21-$49,$21-$49,$21-$49,$21-$49,$200-$499,$1 - $20,NA,$50-$99,NA,Home,N/A
129,20,7-8 days,3,Female,35-44,80309,Yes,I live here,$200-$499,0,$21-$49,$21-$49,0,$100-$199,NA,$500-$999,$500-$999,$1 - $20,Three nights,Home,240
276,20,1-2 days,6,Male,55-64,80305,Yes,2 days,"$1,000.00",NA,$50-$99,0,"$1,000-$1,499",$500-$999,$100-$199,$20-$49,$50-$99,NA,Day trip,NA,500
167,25,3-4 days,3,Female,65-74,80303,No,Live in area,$21-$49,0,0,0,0,$21-$49,$20-$49,0,0,$50-$99,One night,"Friends, family or no expense",NA
97,5-6 times,1-2 days,3,Female,55-64,80306,NA,"Well, we try not to extend our stay, but the traffic blockage caused by the Festival slow us down.",$1 - $20,0,0,$1 - $20,0,$1 - $20,$1 - $20,$50-$99,NA,$500-$999,I live here,NA,3
49,5-6 times,0,10,Female,55-64,80306,NA,Live in area,0,0,0,0,0,0,$100-$199,NA,$1 - $20,$1 - $20,I live here,NA,NA
290,5-6 times,3-4 days,4,Female,55-64,80306,No,Didn't extend stay,$500-$999,$1 - $20,0,$500-$999,"$1,000-$1,499",$50-$99,$1 - $20,$20-$49,0,$20-$49,Live in Boulder,NA,240
268,20,3-4 days,4,Female,35-44,80305,No,"Well, we try not to extend our stay, but the traffic blockage caused by the Festival slow us down.",$21-$49,"$1,000-$1,499","$1,000-$1,499",$21-$49,$1 - $20,$1 - $20,$50-$99,$50-$99,$20-$49,$20-$49,Two nights,"Friends, family or no expense",240
105,20,3-4 days,2,Male,65-74,80309,NA,1 day,$100-$199,"$2,000-$3,000",$50-$99,$1 - $20,$21-$49,"$3,000-$4,000",$20-$49,0,0,$20-$49,Resident,"Friends, family or no expense",200
77,1-2 times,1-2 days,1,Female,35-44,93111,No,Didn't extend stay,$1 - $20,0,0,0,0,0,"$2,000-$4,999",NA,NA,NA,NA,Home,N/A
247,1,3-4 days,6,Female,25-34,12345,Yes,1 day,$500-$999,NA,$500-$999,$100-$199,$500-$999,0,$50-$99,$20-$49,$50-$99,$1 - $20,Three nights,Hotel or motel,240
205,20,3-4 days,3,Female,35-44,80309,Yes,NA,$50-$99,0,$1 - $20,$1 - $20,0,$1 - $20,"$2,000-$4,999",$200-$499,0,$1 - $20,Live in Boulder,Home,3
234,5-6 times,1-2 days,2,Female,45-54,80303,Yes,I live here,$50-$99,0,0,0,0,0,$1 - $20,$200-$499,$200-$499,$500-$999,Local,Boulder Resident,N/A
110,20,5-6 days,3,Female,55-64,80304,Yes,A few hours,$100-$199,$200-$499,$21-$49,NA,$50-$99,"$5,000.00",$1 - $20,$100-$199,$1 - $20,$500-$999,Local,NA,N/A
110,20,5-6 days,3,Female,55-64,80304,Yes,A few hours,$100-$199,$200-$499,$21-$49,NA,$50-$99,"$5,000.00",$1 - $20,$100-$199,$1 - $20,$500-$999,Local,NA,N/A
262,20,5-6 days,5,Male,35-44,80305,NA,I live here,$200-$499,$50-$99,NA,"$2,000-$3,000",0,$1 - $20,$50-$99,$50-$99,$50-$99,$20-$49,I live here,Home,N/A
162,20,3-4 days,9,Male,35-44,80305,No,NA,$21-$49,$21-$49,$21-$49,$21-$49,$21-$49,$21-$49,$200-$499,0,$1 - $20,$500-$999,Local,Home,0
173,1-2 times,3-4 days,3,Female,25-34,80303,NA,0,$21-$49,0,$21-$49,$21-$49,0,"$5,000.00",NA,$20-$49,$20-$49,$20-$49,Live in Boulder,"Friends, family or no expense",280
115,3-4 times,1-2 days,3,Female,25-34,80303,Yes,2 days,$100-$199,0,0,$1 - $20,0,0,$100-$199,$500-$999,$200-$499,$200-$499,Four nights,"Friends, family or no expense",0
19,20,1-2 days,6,Female,55-64,80303,NA,-,0,0,$50-$99,0,0,0,$100-$199,$100-$199,$50-$99,$200-$499,Three nights,"Friends, family or no expense",200
259,20,3-4 days,3,Male,35-44,80305,Yes,-,$100-$199,"$1,000-$1,499",$50-$99,$200-$499,$1 - $20,NA,$20-$49,NA,0,NA,Day trip,Boulder Resident,0
107,20,3-4 days,4,Female,55-64,80303,Yes,Live in area,$100-$199,$100-$199,$200-$499,$21-$49,$100-$199,$21-$49,$200-$499,$100-$199,$1 - $20,$1 - $20,Local resident,Home,500
278,35,3-4 days,4,Female,85,80305,Yes,NA,$1 - $20,0,NA,$500-$999,$200-$499,"$5,000.00",$200-$499,$100-$199,$100-$199,$20-$49,Day trip,"Friends, family or no expense",240
179,3-4 times,3-4 days,4,Female,65-74,80309,NA,1 day,$21-$49,0,0,$21-$49,$200-$499,$21-$49,$50-$99,$500-$999,$20-$49,$20-$49,One night,Hotel or motel,240
75,20,1-2 days,1,Female,65-74,80306,NA,I live here,$1 - $20,NA,NA,NA,$200-$499,"$3,000-$4,000",$200-$499,$20-$49,NA,$1 - $20,NA,Boulder Resident,175
283,1-2 times,1-2 days,6,Male,35-44,91792,Yes,Zero,$1 - $20,0,"$1,000-$1,499",0,"$1,000-$1,499","$5,000.00",$100-$199,NA,$1 - $20,$200-$499,Two nights,Home,175
267,20,1-2 days,2.5,Male,35-44,93111,No,Live in area,$1 - $20,$1 - $20,$100-$199,$1 - $20,$200-$499,$50-$99,$100-$199,$50-$99,$50-$99,$50-$99,Resident,Boulder Resident,NA
84,3-4 times,1-2 days,2,Female,18-24,80306,Yes,Live in area,$1 - $20,0,0,$1 - $20,0,0,$100-$199,$50-$99,NA,$500-$999,Resident,Boulder Resident,200
134,1-2 times,3-4 days,2,Male,45-54,89135,No,NA,$200-$499,$200-$499,$100-$199,$100-$199,NA,"$5,000.00",0,$500-$999,NA,$20-$49,Day trip,Home,N/A
121,20,7-8 days,6,Female,55-64,80305,No,I live here,$200-$499,$200-$499,$200-$499,$200-$499,$500-$999,$200-$499,0,$1 - $20,$20-$49,0,I live here,Home,N/A
163,20,1-2 days,3,Male,25-34,80303,NA,0,$21-$49,$21-$49,$21-$49,$21-$49,$21-$49,$21-$49,$50-$99,$1 - $20,$1 - $20,0,NA,Boulder Resident,175
269,20,5-6 days,6,Female,65-74,80302,Yes,"Well, we try not to extend our stay, but the traffic blockage caused by the Festival slow us down.",NA,$100-$199,$500-$999,$500-$999,NA,0,$20-$49,$20-$49,$20-$49,$20-$49,Two nights,Hotel or motel,200
256,20,3-4 days,3,Female,45-54,80305,NA,Zero,0,0,$500-$999,$100-$199,$21-$49,$100-$199,$50-$99,0,$20-$49,$20-$49,Day trip,Home,200
225,3-4 times,1-2 days,4,Male,25-34,80303,NA,I live here,$50-$99,0,0,0,0,$1 - $20,"$1,000-$1,999",$200-$499,0,$50-$99,Four nights,Boulder Resident,280
31,1-2 times,0,0,Female,65-74,80309,NA,0,0,0,0,0,0,0,$100-$199,$20-$49,$20-$49,$1 - $20,Multiple day trips,Home,200
85,3-4 times,1-2 days,2,Female,18-24,80303,No,I live here,$1 - $20,$500-$999,$1 - $20,$1 - $20,$1 - $20,$1 - $20,$200-$499,$500-$999,0,$50-$99,Local,Hotel or motel,280
268,20,3-4 days,4,Female,35-44,80305,No,"Well, we try not to extend our stay, but the traffic blockage caused by the Festival slow us down.",$21-$49,"$1,000-$1,499","$1,000-$1,499",$21-$49,$1 - $20,$1 - $20,$50-$99,$50-$99,$20-$49,$20-$49,Two nights,"Friends, family or no expense",240
84,3-4 times,1-2 days,2,Female,18-24,80306,Yes,Live in area,$1 - $20,0,0,$1 - $20,0,0,$100-$199,$50-$99,NA,$500-$999,Resident,Boulder Resident,200
125,20,7-8 days,3,Female,35-44,80309,No,NA,$200-$499,0,$21-$49,$21-$49,0,$200-$499,$20-$49,NA,$500-$999,$50-$99,One night,"Friends, family or no expense",NA
221,29,3-4 days,4,Female,45-54,93013,Yes,-,$50-$99,$100-$199,$21-$49,$100-$199,0,$50-$99,0,NA,0,NA,Day trip,Home,280
281,1-2 times,3-4 days,4,Male,18-24,93107,Yes,-,$200-$499,$100-$199,"$1,000-$1,499",$1 - $20,$100-$199,$21-$49,$1 - $20,0,0,0,Resident,Home,0
126,20,7-8 days,3,Female,35-44,80309,No,0,$200-$499,0,$21-$49,$21-$49,0,$500-$999,0,0,$1 - $20,0,Two nights,Boulder Resident,125
245,1,1-2 days,2,Male,45-54,91320,Yes,A few hours,$200-$499,$1 - $20,$1 - $20,0,$1 - $20,$500-$999,$50-$99,$50-$99,$50-$99,$50-$99,One night,Hotel or motel,125
129,20,7-8 days,3,Female,35-44,80309,Yes,I live here,$200-$499,0,$21-$49,$21-$49,0,$100-$199,NA,$500-$999,$500-$999,$1 - $20,Three nights,Home,240
15,20,0,0,Male,65-74,80309,NA,Home is here,0,0,0,0,0,0,$50-$99,0,0,$20-$49,I live here,Boulder Resident,500
287,5-6 times,1-2 days,4,Female,45-54,91320,NA,Home is here,0,$200-$499,$100-$199,$500-$999,$21-$49,"$5,000.00",$20-$49,$50-$99,$200-$499,$200-$499,Day trip,Hotel or motel,240
215,20,5-6 days,8,Female,25-34,80303,No,2 days,$50-$99,$50-$99,$1 - $20,$21-$49,$100-$199,0,"$2,000-$4,999",0,0,$20-$49,I live here,Home,280
217,20,3-4 days,2,Female,45-54,93111,No,A few hours,$50-$99,0,$21-$49,$21-$49,$1 - $20,0,$20-$49,$500-$999,NA,0,Resident,NA,125
201,20,5-6 days,6,Female,25-34,80305,No,Live in area,$50-$99,$50-$99,$1 - $20,$21-$49,$500-$999,$500-$999,$1 - $20,$1 - $20,$20-$49,$1 - $20,Live in Boulder,Hotel or motel,500
64,20,1-2 days,5,Female,75-84,80303,No,Live in area,$1 - $20,0,$1 - $20,0,0,0,"$1,000-$1,999",$500-$999,0,$50-$99,Two nights,"Friends, family or no expense",280
114,1-2 times,1-2 days,5,Female,25-34,80304,Yes,0,$100-$199,0,0,$21-$49,0,0,NA,NA,NA,NA,I live here,Home,175
160,20,1-2 days,5,Female,25-34,93113,No,I live here,$21-$49,$1 - $20,$1 - $20,$21-$49,$50-$99,0,"$1,000-$1,999",$50-$99,$200-$499,0,Local resident,Boulder Resident,280
244,5-6 times,3-4 days,8,Male,45-54,80302,NA,I live here,$500-$999,0,$200-$499,"$2,000-$3,000",$500-$999,0,$1 - $20,$20-$49,$200-$499,NA,Day trip,"Friends, family or no expense",500
44,5-6 times,0,0,Male,35-44,80303,No,1 day,0,0,0,0,0,0,$100-$199,$50-$99,$50-$99,$50-$99,Day trip,Home,240
279,1-2 times,1-2 days,4,Female,45-54,93111,No,I live here,NA,$21-$49,$500-$999,$500-$999,$500-$999,$100-$199,NA,$1 - $20,$1 - $20,$20-$49,Four nights,Boulder Resident,125
118,5-6 times,7-8 days,5,Female,35-44,80304,No,Home is here,$100-$199,$100-$199,$50-$99,$1 - $20,$100-$199,"$3,000-$4,000","$1,000-$1,999",$1 - $20,NA,0,Local,NA,NA
181,3-4 times,5-6 days,5,Female,25-34,80303,Yes,Didn't extend stay,$21-$49,$50-$99,$50-$99,$50-$99,0,$1 - $20,$200-$499,NA,$50-$99,$20-$49,Local resident,"Friends, family or no expense",500
62,20,1-2 days,3,Female,65-74,80304,Yes,Zero,$1 - $20,$50-$99,0,0,0,$21-$49,$100-$199,$500-$999,$100-$199,$20-$49,I live here,Hotel or motel,500
36,3-4 times,0,0,Female,45-54,80303,NA,I live here,0,0,0,0,0,0,"$1,000-$1,999",$200-$499,$100-$199,$20-$49,One night,"Friends, family or no expense",240
99,12,1-2 days,3,Female,55-64,80305,No,2 days,$1 - $20,$1 - $20,$1 - $20,$1 - $20,0,0,0,$100-$199,$1 - $20,$500-$999,Live in Boulder,"Friends, family or no expense",240
192,5-6 times,3-4 days,3,Male,45-54,80306,Yes,Live in area,$21-$49,"$1,000-$1,499",$21-$49,$1 - $20,"$1,000-$1,499",$21-$49,NA,$200-$499,$500-$999,$20-$49,Local,Boulder Resident,175
